# srcId, srcxId, srczId
1,17000,8
2,16605,8
3,16210,8
4,15815,8
5,15420,8
6,15025,8
7,14630,8
8,14235,8
9,13840,8
10,13445,8
11,13050,8
12,12655,8
13,12260,8
14,11865,8
15,11470,8
16,11075,8
17,10680,8
18,10285,8
19,9890,8
20,9495,8
21,9100,8
22,8705,8
23,8310,8
24,7915,8
25,7520,8
26,7125,8
27,6730,8
28,6335,8
29,5940,8
30,5545,8
31,5150,8
32,4755,8
33,4360,8
34,3965,8
35,3570,8
36,3180,8
37,2790,8
38,2395,8
39,2000,8
40,2000,8
